,number_of_commits,number_of_unique_committers,week,repoID
5332,0,0,2016-07-17 00:00:00+00:00,7567432
5333,0,0,2016-07-24 00:00:00+00:00,7567432
5334,0,0,2016-07-31 00:00:00+00:00,7567432
5335,0,0,2016-08-07 00:00:00+00:00,7567432
5336,0,0,2016-08-14 00:00:00+00:00,7567432
5337,0,0,2016-08-21 00:00:00+00:00,7567432
5338,1,1,2016-08-28 00:00:00+00:00,7567432
5339,43,1,2016-09-04 00:00:00+00:00,7567432
5340,19,1,2016-09-11 00:00:00+00:00,7567432
5341,7,1,2016-09-18 00:00:00+00:00,7567432
5342,13,1,2016-09-25 00:00:00+00:00,7567432
5343,12,3,2016-10-02 00:00:00+00:00,7567432
5344,3,1,2016-10-09 00:00:00+00:00,7567432
5345,4,3,2016-10-16 00:00:00+00:00,7567432
5346,0,0,2016-10-23 00:00:00+00:00,7567432
5347,66,2,2016-10-30 00:00:00+00:00,7567432
5348,16,1,2016-11-06 00:00:00+00:00,7567432
5349,0,0,2016-11-13 00:00:00+00:00,7567432
5350,1,1,2016-11-20 00:00:00+00:00,7567432
5351,0,0,2016-11-27 00:00:00+00:00,7567432
5352,22,1,2016-12-04 00:00:00+00:00,7567432
5353,0,0,2016-12-11 00:00:00+00:00,7567432
5354,0,0,2016-12-18 00:00:00+00:00,7567432
5355,0,0,2016-12-25 00:00:00+00:00,7567432
5356,0,0,2017-01-01 00:00:00+00:00,7567432
5357,4,1,2017-01-08 00:00:00+00:00,7567432
5358,0,0,2017-01-15 00:00:00+00:00,7567432
5359,1,1,2017-01-22 00:00:00+00:00,7567432
5360,0,0,2017-01-29 00:00:00+00:00,7567432
5361,0,0,2017-02-05 00:00:00+00:00,7567432
5362,0,0,2017-02-12 00:00:00+00:00,7567432
5363,0,0,2017-02-19 00:00:00+00:00,7567432
5364,0,0,2017-02-26 00:00:00+00:00,7567432
5365,0,0,2017-03-05 00:00:00+00:00,7567432
5366,0,0,2017-03-12 00:00:00+00:00,7567432
5367,0,0,2017-03-19 00:00:00+00:00,7567432
5368,2,1,2017-03-26 00:00:00+00:00,7567432
5369,20,3,2017-04-02 00:00:00+00:00,7567432
5370,0,0,2017-04-09 00:00:00+00:00,7567432
5371,0,0,2017-04-16 00:00:00+00:00,7567432
5372,7,4,2017-04-23 00:00:00+00:00,7567432
5373,14,2,2017-04-30 00:00:00+00:00,7567432
5374,0,0,2017-05-07 00:00:00+00:00,7567432
5375,0,0,2017-05-14 00:00:00+00:00,7567432
5376,0,0,2017-05-21 00:00:00+00:00,7567432
5377,0,0,2017-05-28 00:00:00+00:00,7567432
5378,0,0,2017-06-04 00:00:00+00:00,7567432
5379,1,1,2017-06-11 00:00:00+00:00,7567432
5380,0,0,2017-06-18 00:00:00+00:00,7567432
5381,0,0,2017-06-25 00:00:00+00:00,7567432
5382,6,2,2017-07-02 00:00:00+00:00,7567432
5383,0,0,2017-07-09 00:00:00+00:00,7567432
5384,0,0,2017-07-16 00:00:00+00:00,7567432
5385,0,0,2017-07-23 00:00:00+00:00,7567432
5386,0,0,2017-07-30 00:00:00+00:00,7567432
5387,0,0,2017-08-06 00:00:00+00:00,7567432
5388,0,0,2017-08-13 00:00:00+00:00,7567432
5389,0,0,2017-08-20 00:00:00+00:00,7567432
5390,0,0,2017-08-27 00:00:00+00:00,7567432
5391,0,0,2017-09-03 00:00:00+00:00,7567432
5392,0,0,2017-09-10 00:00:00+00:00,7567432
5393,3,2,2017-09-17 00:00:00+00:00,7567432
5394,0,0,2017-09-24 00:00:00+00:00,7567432
5395,0,0,2017-10-01 00:00:00+00:00,7567432
5396,0,0,2017-10-08 00:00:00+00:00,7567432
5397,0,0,2017-10-15 00:00:00+00:00,7567432
5398,0,0,2017-10-22 00:00:00+00:00,7567432
5399,0,0,2017-10-29 00:00:00+00:00,7567432
5400,0,0,2017-11-05 00:00:00+00:00,7567432
5401,0,0,2017-11-12 00:00:00+00:00,7567432
5402,0,0,2017-11-19 00:00:00+00:00,7567432
5403,0,0,2017-11-26 00:00:00+00:00,7567432
5404,0,0,2017-12-03 00:00:00+00:00,7567432
5405,17,1,2017-12-10 00:00:00+00:00,7567432
5406,37,2,2017-12-17 00:00:00+00:00,7567432
5407,2,1,2017-12-24 00:00:00+00:00,7567432
5408,0,0,2017-12-31 00:00:00+00:00,7567432
5409,1,1,2018-01-07 00:00:00+00:00,7567432
5410,3,1,2018-01-14 00:00:00+00:00,7567432
5411,4,1,2018-01-21 00:00:00+00:00,7567432
5412,0,0,2018-01-28 00:00:00+00:00,7567432
5413,0,0,2018-02-04 00:00:00+00:00,7567432
5414,0,0,2018-02-11 00:00:00+00:00,7567432
5415,0,0,2018-02-18 00:00:00+00:00,7567432
5416,3,1,2018-02-25 00:00:00+00:00,7567432
5417,5,1,2018-03-04 00:00:00+00:00,7567432
5418,0,0,2018-03-11 00:00:00+00:00,7567432
5419,0,0,2018-03-18 00:00:00+00:00,7567432
5420,0,0,2018-03-25 00:00:00+00:00,7567432
5421,0,0,2018-04-01 00:00:00+00:00,7567432
5422,0,0,2018-04-08 00:00:00+00:00,7567432
5423,0,0,2018-04-15 00:00:00+00:00,7567432
5424,0,0,2018-04-22 00:00:00+00:00,7567432
5425,0,0,2018-04-29 00:00:00+00:00,7567432
5426,0,0,2018-05-06 00:00:00+00:00,7567432
5427,1,1,2018-05-13 00:00:00+00:00,7567432
5428,0,0,2018-05-20 00:00:00+00:00,7567432
5429,5,3,2018-05-27 00:00:00+00:00,7567432
5430,13,1,2018-06-03 00:00:00+00:00,7567432
5431,20,1,2018-06-10 00:00:00+00:00,7567432
5432,1,1,2018-06-17 00:00:00+00:00,7567432
5433,4,1,2018-06-24 00:00:00+00:00,7567432
5434,39,1,2018-07-01 00:00:00+00:00,7567432
5435,10,1,2018-07-08 00:00:00+00:00,7567432
5436,5,1,2018-07-15 00:00:00+00:00,7567432
5437,1,1,2018-07-22 00:00:00+00:00,7567432
5438,0,0,2018-07-29 00:00:00+00:00,7567432
5439,0,0,2018-08-05 00:00:00+00:00,7567432
5440,0,0,2018-08-12 00:00:00+00:00,7567432
5441,0,0,2018-08-19 00:00:00+00:00,7567432
5442,0,0,2018-08-26 00:00:00+00:00,7567432
5443,0,0,2018-09-02 00:00:00+00:00,7567432
5444,0,0,2018-09-09 00:00:00+00:00,7567432
5445,0,0,2018-09-16 00:00:00+00:00,7567432
5446,0,0,2018-09-23 00:00:00+00:00,7567432
5447,5,2,2018-09-30 00:00:00+00:00,7567432
5448,0,0,2018-10-07 00:00:00+00:00,7567432
5449,0,0,2018-10-14 00:00:00+00:00,7567432
5450,0,0,2018-10-21 00:00:00+00:00,7567432
5451,0,0,2018-10-28 00:00:00+00:00,7567432
5452,0,0,2018-11-04 00:00:00+00:00,7567432
5453,0,0,2018-11-11 00:00:00+00:00,7567432
5454,0,0,2018-11-18 00:00:00+00:00,7567432
5455,0,0,2018-11-25 00:00:00+00:00,7567432
5456,0,0,2018-12-02 00:00:00+00:00,7567432
5457,0,0,2018-12-09 00:00:00+00:00,7567432
5458,0,0,2018-12-16 00:00:00+00:00,7567432
5459,0,0,2018-12-23 00:00:00+00:00,7567432
5460,0,0,2018-12-30 00:00:00+00:00,7567432
5461,0,0,2019-01-06 00:00:00+00:00,7567432
5462,0,0,2019-01-13 00:00:00+00:00,7567432
5463,0,0,2019-01-20 00:00:00+00:00,7567432
5464,0,0,2019-01-27 00:00:00+00:00,7567432
5465,0,0,2019-02-03 00:00:00+00:00,7567432
5466,0,0,2019-02-10 00:00:00+00:00,7567432
5467,0,0,2019-02-17 00:00:00+00:00,7567432
5468,0,0,2019-02-24 00:00:00+00:00,7567432
5469,0,0,2019-03-03 00:00:00+00:00,7567432
5470,0,0,2019-03-10 00:00:00+00:00,7567432
5471,0,0,2019-03-17 00:00:00+00:00,7567432
5472,0,0,2019-03-24 00:00:00+00:00,7567432
5473,0,0,2019-03-31 00:00:00+00:00,7567432
5474,0,0,2019-04-07 00:00:00+00:00,7567432
5475,0,0,2019-04-14 00:00:00+00:00,7567432
5476,0,0,2019-04-21 00:00:00+00:00,7567432
5477,0,0,2019-04-28 00:00:00+00:00,7567432
5478,0,0,2019-05-05 00:00:00+00:00,7567432
5479,0,0,2019-05-12 00:00:00+00:00,7567432
5480,0,0,2019-05-19 00:00:00+00:00,7567432
5481,0,0,2019-05-26 00:00:00+00:00,7567432
5482,0,0,2019-06-02 00:00:00+00:00,7567432
5483,0,0,2019-06-09 00:00:00+00:00,7567432
5484,0,0,2019-06-16 00:00:00+00:00,7567432
5485,0,0,2019-06-23 00:00:00+00:00,7567432
5486,0,0,2019-06-30 00:00:00+00:00,7567432
5487,0,0,2019-07-07 00:00:00+00:00,7567432
5488,1,1,2019-07-14 00:00:00+00:00,7567432
5489,0,0,2019-07-21 00:00:00+00:00,7567432
5490,0,0,2019-07-28 00:00:00+00:00,7567432
5491,0,0,2019-08-04 00:00:00+00:00,7567432
5492,0,0,2019-08-11 00:00:00+00:00,7567432
5493,0,0,2019-08-18 00:00:00+00:00,7567432
5494,0,0,2019-08-25 00:00:00+00:00,7567432
5495,0,0,2019-09-01 00:00:00+00:00,7567432
5496,5,1,2019-09-08 00:00:00+00:00,7567432
5497,7,2,2019-09-15 00:00:00+00:00,7567432
5498,0,0,2019-09-22 00:00:00+00:00,7567432
5499,4,2,2019-09-29 00:00:00+00:00,7567432
5500,5,2,2019-10-06 00:00:00+00:00,7567432
5501,4,1,2019-10-13 00:00:00+00:00,7567432
5502,7,1,2019-10-20 00:00:00+00:00,7567432
5503,1,1,2019-10-27 00:00:00+00:00,7567432
5504,5,2,2019-11-03 00:00:00+00:00,7567432
5505,0,0,2019-11-10 00:00:00+00:00,7567432
5506,6,2,2019-11-17 00:00:00+00:00,7567432
5507,0,0,2019-11-24 00:00:00+00:00,7567432
5508,0,0,2019-12-01 00:00:00+00:00,7567432
5509,6,2,2019-12-08 00:00:00+00:00,7567432
5510,5,1,2019-12-15 00:00:00+00:00,7567432
5511,0,0,2019-12-22 00:00:00+00:00,7567432
5512,0,0,2019-12-29 00:00:00+00:00,7567432
5513,0,0,2020-01-05 00:00:00+00:00,7567432
5514,0,0,2020-01-12 00:00:00+00:00,7567432
5515,0,0,2020-01-19 00:00:00+00:00,7567432
5516,1,1,2020-01-26 00:00:00+00:00,7567432
5517,0,0,2020-02-02 00:00:00+00:00,7567432
5518,0,0,2020-02-09 00:00:00+00:00,7567432
5519,1,1,2020-02-16 00:00:00+00:00,7567432
5520,0,0,2020-02-23 00:00:00+00:00,7567432
5521,0,0,2020-03-01 00:00:00+00:00,7567432
5522,0,0,2020-03-08 00:00:00+00:00,7567432
5523,0,0,2020-03-15 00:00:00+00:00,7567432
5524,1,1,2020-03-22 00:00:00+00:00,7567432
5525,0,0,2020-03-29 00:00:00+00:00,7567432
5526,0,0,2020-04-05 00:00:00+00:00,7567432
5527,0,0,2020-04-12 00:00:00+00:00,7567432
5528,0,0,2020-04-19 00:00:00+00:00,7567432
5529,0,0,2020-04-26 00:00:00+00:00,7567432
5530,0,0,2020-05-03 00:00:00+00:00,7567432
5531,1,1,2020-05-10 00:00:00+00:00,7567432
5532,0,0,2020-05-17 00:00:00+00:00,7567432
5533,0,0,2020-05-24 00:00:00+00:00,7567432
5534,0,0,2020-05-31 00:00:00+00:00,7567432
5535,0,0,2020-06-07 00:00:00+00:00,7567432
5536,0,0,2020-06-14 00:00:00+00:00,7567432
5537,0,0,2020-06-21 00:00:00+00:00,7567432
5538,0,0,2020-06-28 00:00:00+00:00,7567432
5539,0,0,2020-07-05 00:00:00+00:00,7567432
5540,0,0,2020-07-12 00:00:00+00:00,7567432
5541,0,0,2020-07-19 00:00:00+00:00,7567432
5542,0,0,2020-07-26 00:00:00+00:00,7567432
5543,6,1,2020-08-02 00:00:00+00:00,7567432
5544,10,1,2020-08-09 00:00:00+00:00,7567432
5545,11,1,2020-08-16 00:00:00+00:00,7567432
5546,0,0,2020-08-23 00:00:00+00:00,7567432
5547,0,0,2020-08-30 00:00:00+00:00,7567432
5548,0,0,2020-09-06 00:00:00+00:00,7567432
5549,0,0,2020-09-13 00:00:00+00:00,7567432
5550,2,1,2020-09-20 00:00:00+00:00,7567432
5551,5,1,2020-09-27 00:00:00+00:00,7567432
5552,5,2,2017-05-07 00:00:00+00:00,89936399
5553,0,0,2017-05-14 00:00:00+00:00,89936399
5554,0,0,2017-05-21 00:00:00+00:00,89936399
5555,0,0,2017-05-28 00:00:00+00:00,89936399
5556,0,0,2017-06-04 00:00:00+00:00,89936399
5557,0,0,2017-06-11 00:00:00+00:00,89936399
5558,0,0,2017-06-18 00:00:00+00:00,89936399
5559,0,0,2017-06-25 00:00:00+00:00,89936399
5560,3,1,2017-07-02 00:00:00+00:00,89936399
5561,0,0,2017-07-09 00:00:00+00:00,89936399
5562,0,0,2017-07-16 00:00:00+00:00,89936399
5563,0,0,2017-07-23 00:00:00+00:00,89936399
5564,0,0,2017-07-30 00:00:00+00:00,89936399
5565,3,1,2017-08-06 00:00:00+00:00,89936399
5566,0,0,2017-08-13 00:00:00+00:00,89936399
5567,0,0,2017-08-20 00:00:00+00:00,89936399
5568,1,1,2017-08-27 00:00:00+00:00,89936399
5569,0,0,2017-09-03 00:00:00+00:00,89936399
5570,0,0,2017-09-10 00:00:00+00:00,89936399
5571,1,1,2017-09-17 00:00:00+00:00,89936399
5572,0,0,2017-09-24 00:00:00+00:00,89936399
5573,0,0,2017-10-01 00:00:00+00:00,89936399
5574,0,0,2017-10-08 00:00:00+00:00,89936399
5575,0,0,2017-10-15 00:00:00+00:00,89936399
5576,0,0,2017-10-22 00:00:00+00:00,89936399
5577,0,0,2017-10-29 00:00:00+00:00,89936399
5578,0,0,2017-11-05 00:00:00+00:00,89936399
5579,0,0,2017-11-12 00:00:00+00:00,89936399
5580,0,0,2017-11-19 00:00:00+00:00,89936399
5581,0,0,2017-11-26 00:00:00+00:00,89936399
5582,0,0,2017-12-03 00:00:00+00:00,89936399
5583,0,0,2017-12-10 00:00:00+00:00,89936399
5584,0,0,2017-12-17 00:00:00+00:00,89936399
5585,0,0,2017-12-24 00:00:00+00:00,89936399
5586,0,0,2017-12-31 00:00:00+00:00,89936399
5587,0,0,2018-01-07 00:00:00+00:00,89936399
5588,0,0,2018-01-14 00:00:00+00:00,89936399
5589,0,0,2018-01-21 00:00:00+00:00,89936399
5590,0,0,2018-01-28 00:00:00+00:00,89936399
5591,0,0,2018-02-04 00:00:00+00:00,89936399
5592,0,0,2018-02-11 00:00:00+00:00,89936399
5593,1,1,2018-02-18 00:00:00+00:00,89936399
5594,0,0,2018-02-25 00:00:00+00:00,89936399
5595,0,0,2018-03-04 00:00:00+00:00,89936399
5596,0,0,2018-03-11 00:00:00+00:00,89936399
5597,0,0,2018-03-18 00:00:00+00:00,89936399
5598,0,0,2018-03-25 00:00:00+00:00,89936399
5599,0,0,2018-04-01 00:00:00+00:00,89936399
5600,0,0,2018-04-08 00:00:00+00:00,89936399
5601,0,0,2018-04-15 00:00:00+00:00,89936399
5602,0,0,2018-04-22 00:00:00+00:00,89936399
5603,0,0,2018-04-29 00:00:00+00:00,89936399
5604,0,0,2018-05-06 00:00:00+00:00,89936399
5605,0,0,2018-05-13 00:00:00+00:00,89936399
5606,2,1,2018-05-20 00:00:00+00:00,89936399
5607,0,0,2018-05-27 00:00:00+00:00,89936399
5608,0,0,2018-06-03 00:00:00+00:00,89936399
5609,0,0,2018-06-10 00:00:00+00:00,89936399
5610,0,0,2018-06-17 00:00:00+00:00,89936399
5611,0,0,2018-06-24 00:00:00+00:00,89936399
5612,0,0,2018-07-01 00:00:00+00:00,89936399
5613,0,0,2018-07-08 00:00:00+00:00,89936399
5614,0,0,2018-07-15 00:00:00+00:00,89936399
5615,0,0,2018-07-22 00:00:00+00:00,89936399
5616,0,0,2018-07-29 00:00:00+00:00,89936399
5617,0,0,2018-08-05 00:00:00+00:00,89936399
5618,0,0,2018-08-12 00:00:00+00:00,89936399
5619,0,0,2018-08-19 00:00:00+00:00,89936399
5620,0,0,2018-08-26 00:00:00+00:00,89936399
5621,0,0,2018-09-02 00:00:00+00:00,89936399
5622,0,0,2018-09-09 00:00:00+00:00,89936399
5623,0,0,2018-09-16 00:00:00+00:00,89936399
5624,0,0,2018-09-23 00:00:00+00:00,89936399
5625,0,0,2018-09-30 00:00:00+00:00,89936399
5626,0,0,2018-10-07 00:00:00+00:00,89936399
5627,4,2,2018-10-14 00:00:00+00:00,89936399
5628,8,1,2017-05-28 00:00:00+00:00,92187408
5629,0,0,2017-06-04 00:00:00+00:00,92187408
5630,0,0,2017-06-11 00:00:00+00:00,92187408
5631,1,1,2017-06-18 00:00:00+00:00,92187408
5632,0,0,2017-06-25 00:00:00+00:00,92187408
5633,5,1,2017-07-02 00:00:00+00:00,92187408
5634,0,0,2017-07-09 00:00:00+00:00,92187408
5635,0,0,2017-07-16 00:00:00+00:00,92187408
5636,1,1,2017-07-23 00:00:00+00:00,92187408
5637,0,0,2017-07-30 00:00:00+00:00,92187408
5638,1,1,2017-08-06 00:00:00+00:00,92187408
5639,0,0,2017-08-13 00:00:00+00:00,92187408
5640,0,0,2017-08-20 00:00:00+00:00,92187408
5641,0,0,2017-08-27 00:00:00+00:00,92187408
5642,0,0,2017-09-03 00:00:00+00:00,92187408
5643,0,0,2017-09-10 00:00:00+00:00,92187408
5644,0,0,2017-09-17 00:00:00+00:00,92187408
5645,0,0,2017-09-24 00:00:00+00:00,92187408
5646,0,0,2017-10-01 00:00:00+00:00,92187408
5647,0,0,2017-10-08 00:00:00+00:00,92187408
5648,0,0,2017-10-15 00:00:00+00:00,92187408
5649,2,1,2017-10-22 00:00:00+00:00,92187408
5650,0,0,2017-10-29 00:00:00+00:00,92187408
5651,0,0,2017-11-05 00:00:00+00:00,92187408
5652,0,0,2017-11-12 00:00:00+00:00,92187408
5653,0,0,2017-11-19 00:00:00+00:00,92187408
5654,0,0,2017-11-26 00:00:00+00:00,92187408
5655,0,0,2017-12-03 00:00:00+00:00,92187408
5656,1,1,2017-12-10 00:00:00+00:00,92187408
5657,0,0,2017-12-17 00:00:00+00:00,92187408
5658,0,0,2017-12-24 00:00:00+00:00,92187408
5659,0,0,2017-12-31 00:00:00+00:00,92187408
5660,0,0,2018-01-07 00:00:00+00:00,92187408
5661,0,0,2018-01-14 00:00:00+00:00,92187408
5662,0,0,2018-01-21 00:00:00+00:00,92187408
5663,1,1,2018-01-28 00:00:00+00:00,92187408
5664,0,0,2018-02-04 00:00:00+00:00,92187408
5665,0,0,2018-02-11 00:00:00+00:00,92187408
5666,1,1,2018-02-18 00:00:00+00:00,92187408
5667,1,1,2018-02-25 00:00:00+00:00,92187408
5668,0,0,2018-03-04 00:00:00+00:00,92187408
5669,0,0,2018-03-11 00:00:00+00:00,92187408
5670,1,1,2018-03-18 00:00:00+00:00,92187408
5671,1,1,2018-03-25 00:00:00+00:00,92187408
5672,1,1,2018-04-01 00:00:00+00:00,92187408
5673,1,1,2018-04-08 00:00:00+00:00,92187408
5674,0,0,2018-04-15 00:00:00+00:00,92187408
5675,3,2,2018-04-22 00:00:00+00:00,92187408
5676,1,1,2018-04-29 00:00:00+00:00,92187408
5677,1,1,2018-05-06 00:00:00+00:00,92187408
5678,2,1,2018-05-13 00:00:00+00:00,92187408
5679,2,2,2018-05-20 00:00:00+00:00,92187408
5680,1,1,2018-05-27 00:00:00+00:00,92187408
5681,0,0,2018-06-03 00:00:00+00:00,92187408
5682,0,0,2018-06-10 00:00:00+00:00,92187408
5683,0,0,2018-06-17 00:00:00+00:00,92187408
5684,0,0,2018-06-24 00:00:00+00:00,92187408
5685,1,1,2018-07-01 00:00:00+00:00,92187408
5686,2,1,2018-07-08 00:00:00+00:00,92187408
5687,0,0,2018-07-15 00:00:00+00:00,92187408
5688,0,0,2018-07-22 00:00:00+00:00,92187408
5689,0,0,2018-07-29 00:00:00+00:00,92187408
5690,1,1,2018-08-05 00:00:00+00:00,92187408
5691,2,1,2018-08-12 00:00:00+00:00,92187408
5692,2,1,2018-08-19 00:00:00+00:00,92187408
5693,0,0,2018-08-26 00:00:00+00:00,92187408
5694,0,0,2018-09-02 00:00:00+00:00,92187408
5695,2,2,2018-09-09 00:00:00+00:00,92187408
5696,0,0,2018-09-16 00:00:00+00:00,92187408
5697,0,0,2018-09-23 00:00:00+00:00,92187408
5698,0,0,2018-09-30 00:00:00+00:00,92187408
5699,0,0,2018-10-07 00:00:00+00:00,92187408
5700,0,0,2018-10-14 00:00:00+00:00,92187408
5701,0,0,2018-10-21 00:00:00+00:00,92187408
5702,0,0,2018-10-28 00:00:00+00:00,92187408
5703,0,0,2018-11-04 00:00:00+00:00,92187408
5704,0,0,2018-11-11 00:00:00+00:00,92187408
5705,0,0,2018-11-18 00:00:00+00:00,92187408
5706,0,0,2018-11-25 00:00:00+00:00,92187408
5707,0,0,2018-12-02 00:00:00+00:00,92187408
5708,0,0,2018-12-09 00:00:00+00:00,92187408
5709,0,0,2018-12-16 00:00:00+00:00,92187408
5710,0,0,2018-12-23 00:00:00+00:00,92187408
5711,0,0,2018-12-30 00:00:00+00:00,92187408
5712,0,0,2019-01-06 00:00:00+00:00,92187408
5713,0,0,2019-01-13 00:00:00+00:00,92187408
5714,0,0,2019-01-20 00:00:00+00:00,92187408
5715,0,0,2019-01-27 00:00:00+00:00,92187408
5716,0,0,2019-02-03 00:00:00+00:00,92187408
5717,0,0,2019-02-10 00:00:00+00:00,92187408
5718,0,0,2019-02-17 00:00:00+00:00,92187408
5719,0,0,2019-02-24 00:00:00+00:00,92187408
5720,0,0,2019-03-03 00:00:00+00:00,92187408
5721,0,0,2019-03-10 00:00:00+00:00,92187408
5722,0,0,2019-03-17 00:00:00+00:00,92187408
5723,0,0,2019-03-24 00:00:00+00:00,92187408
5724,0,0,2019-03-31 00:00:00+00:00,92187408
5725,0,0,2019-04-07 00:00:00+00:00,92187408
5726,0,0,2019-04-14 00:00:00+00:00,92187408
5727,0,0,2019-04-21 00:00:00+00:00,92187408
5728,0,0,2019-04-28 00:00:00+00:00,92187408
5729,0,0,2019-05-05 00:00:00+00:00,92187408
5730,0,0,2019-05-12 00:00:00+00:00,92187408
5731,0,0,2019-05-19 00:00:00+00:00,92187408
5732,0,0,2019-05-26 00:00:00+00:00,92187408
5733,0,0,2019-06-02 00:00:00+00:00,92187408
5734,0,0,2019-06-09 00:00:00+00:00,92187408
5735,0,0,2019-06-16 00:00:00+00:00,92187408
5736,0,0,2019-06-23 00:00:00+00:00,92187408
5737,0,0,2019-06-30 00:00:00+00:00,92187408
5738,0,0,2019-07-07 00:00:00+00:00,92187408
5739,0,0,2019-07-14 00:00:00+00:00,92187408
5740,0,0,2019-07-21 00:00:00+00:00,92187408
5741,0,0,2019-07-28 00:00:00+00:00,92187408
5742,0,0,2019-08-04 00:00:00+00:00,92187408
5743,0,0,2019-08-11 00:00:00+00:00,92187408
5744,0,0,2019-08-18 00:00:00+00:00,92187408
5745,0,0,2019-08-25 00:00:00+00:00,92187408
5746,0,0,2019-09-01 00:00:00+00:00,92187408
5747,0,0,2019-09-08 00:00:00+00:00,92187408
5748,0,0,2019-09-15 00:00:00+00:00,92187408
5749,0,0,2019-09-22 00:00:00+00:00,92187408
5750,0,0,2019-09-29 00:00:00+00:00,92187408
5751,1,1,2019-10-06 00:00:00+00:00,92187408
5752,0,0,2019-10-13 00:00:00+00:00,92187408
5753,0,0,2019-10-20 00:00:00+00:00,92187408
5754,2,2,2019-10-27 00:00:00+00:00,92187408
5755,0,0,2019-11-03 00:00:00+00:00,92187408
5756,0,0,2019-11-10 00:00:00+00:00,92187408
5757,0,0,2019-11-17 00:00:00+00:00,92187408
5758,0,0,2019-11-24 00:00:00+00:00,92187408
5759,0,0,2019-12-01 00:00:00+00:00,92187408
5760,0,0,2019-12-08 00:00:00+00:00,92187408
5761,0,0,2019-12-15 00:00:00+00:00,92187408
5762,0,0,2019-12-22 00:00:00+00:00,92187408
5763,0,0,2019-12-29 00:00:00+00:00,92187408
5764,0,0,2020-01-05 00:00:00+00:00,92187408
5765,0,0,2020-01-12 00:00:00+00:00,92187408
5766,0,0,2020-01-19 00:00:00+00:00,92187408
5767,0,0,2020-01-26 00:00:00+00:00,92187408
5768,0,0,2020-02-02 00:00:00+00:00,92187408
5769,0,0,2020-02-09 00:00:00+00:00,92187408
5770,0,0,2020-02-16 00:00:00+00:00,92187408
5771,2,1,2020-02-23 00:00:00+00:00,92187408
5772,1,1,2020-03-01 00:00:00+00:00,92187408
5773,0,0,2020-03-08 00:00:00+00:00,92187408
5774,0,0,2020-03-15 00:00:00+00:00,92187408
5775,0,0,2020-03-22 00:00:00+00:00,92187408
5776,0,0,2020-03-29 00:00:00+00:00,92187408
5777,0,0,2020-04-05 00:00:00+00:00,92187408
5778,0,0,2020-04-12 00:00:00+00:00,92187408
5779,0,0,2020-04-19 00:00:00+00:00,92187408
5780,0,0,2020-04-26 00:00:00+00:00,92187408
5781,0,0,2020-05-03 00:00:00+00:00,92187408
5782,0,0,2020-05-10 00:00:00+00:00,92187408
5783,0,0,2020-05-17 00:00:00+00:00,92187408
5784,1,1,2020-05-24 00:00:00+00:00,92187408
5785,27,1,2009-08-30 00:00:00+00:00,309009
5786,31,1,2009-09-06 00:00:00+00:00,309009
5787,6,1,2009-09-13 00:00:00+00:00,309009
5788,17,1,2009-09-20 00:00:00+00:00,309009
5789,36,1,2009-09-27 00:00:00+00:00,309009
5790,60,1,2009-10-04 00:00:00+00:00,309009
5791,47,1,2009-10-11 00:00:00+00:00,309009
5792,32,1,2009-10-18 00:00:00+00:00,309009
5793,20,1,2009-10-25 00:00:00+00:00,309009
5794,67,1,2009-11-01 00:00:00+00:00,309009
5795,19,1,2009-11-08 00:00:00+00:00,309009
5796,55,1,2009-11-15 00:00:00+00:00,309009
5797,52,3,2009-11-22 00:00:00+00:00,309009
5798,55,1,2009-11-29 00:00:00+00:00,309009
5799,16,1,2009-12-06 00:00:00+00:00,309009
5800,59,1,2009-12-13 00:00:00+00:00,309009
5801,22,1,2009-12-20 00:00:00+00:00,309009
5802,38,1,2009-12-27 00:00:00+00:00,309009
5803,72,2,2010-01-03 00:00:00+00:00,309009
5804,91,1,2010-01-10 00:00:00+00:00,309009
5805,61,3,2010-01-17 00:00:00+00:00,309009
5806,57,3,2010-01-24 00:00:00+00:00,309009
5807,27,2,2010-01-31 00:00:00+00:00,309009
5808,37,2,2010-02-07 00:00:00+00:00,309009
5809,70,4,2010-02-14 00:00:00+00:00,309009
5810,20,4,2010-02-21 00:00:00+00:00,309009
5811,16,2,2010-02-28 00:00:00+00:00,309009
5812,8,2,2010-03-07 00:00:00+00:00,309009
5813,45,1,2010-03-14 00:00:00+00:00,309009
5814,10,1,2010-03-21 00:00:00+00:00,309009
5815,45,1,2010-03-28 00:00:00+00:00,309009
5816,65,1,2010-04-04 00:00:00+00:00,309009
5817,29,3,2010-04-11 00:00:00+00:00,309009
5818,13,2,2010-04-18 00:00:00+00:00,309009
5819,11,2,2010-04-25 00:00:00+00:00,309009
5820,17,2,2010-05-02 00:00:00+00:00,309009
5821,43,6,2010-05-09 00:00:00+00:00,309009
5822,20,2,2010-05-16 00:00:00+00:00,309009
5823,16,2,2010-05-23 00:00:00+00:00,309009
5824,41,3,2010-05-30 00:00:00+00:00,309009
5825,8,2,2010-06-06 00:00:00+00:00,309009
5826,17,2,2010-06-13 00:00:00+00:00,309009
5827,38,1,2010-06-20 00:00:00+00:00,309009
5828,0,0,2010-06-27 00:00:00+00:00,309009
5829,34,2,2010-07-04 00:00:00+00:00,309009
5830,8,1,2010-07-11 00:00:00+00:00,309009
5831,21,2,2010-07-18 00:00:00+00:00,309009
