,number_of_pushes,number_of_forks,number_of_pulls,number_of_Bookmarks,issue_comment_count,issue_author_count,commit_comment_count,commit_author_count,number_of_issues,week,repoID
4040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-02-24,169601732
4041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-03,169601732
4042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-10,169601732
4043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-17,169601732
4044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-24,169601732
4045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-31,169601732
4046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-07,169601732
4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-14,169601732
4048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-21,169601732
4049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-28,169601732
4050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-05,169601732
4051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-12,169601732
4052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-19,169601732
4053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-26,169601732
4054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-02,169601732
4055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-09,169601732
4056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-16,169601732
4057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-23,169601732
4058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-30,169601732
4059,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-07,169601732
4060,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-14,169601732
4061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-21,169601732
4062,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-28,169601732
4063,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-08-04,169601732
4064,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-08-11,169601732
4065,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019-08-18,169601732
4066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-08-25,169601732
4067,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-09-01,169601732
4068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-09-08,169601732
4069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-09-15,169601732
4070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-09-22,169601732
4071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-09-29,169601732
4072,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-06,169601732
4073,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-13,169601732
4074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-20,169601732
4075,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-27,169601732
4076,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2019-11-03,169601732
4077,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-10,169601732
4078,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-17,169601732
4079,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-24,169601732
4080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-01,169601732
4081,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-08,169601732
4082,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019-12-15,169601732
4083,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-08-11,197049571
4084,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019-08-18,197049571
4085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2015-01-18,4629960
4086,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2015-01-25,4629960
4087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-02-01,4629960
4088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-02-08,4629960
4089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-02-15,4629960
4090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-02-22,4629960
4091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-03-01,4629960
4092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-03-08,4629960
4093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-03-15,4629960
4094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-03-22,4629960
4095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-03-29,4629960
4096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-04-05,4629960
4097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-04-12,4629960
4098,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2015-04-19,4629960
4099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-04-26,4629960
4100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-05-03,4629960
4101,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-05-10,4629960
4102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-05-17,4629960
4103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-05-24,4629960
4104,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-05-31,4629960
4105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-06-07,4629960
4106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-06-14,4629960
4107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-06-21,4629960
4108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-06-28,4629960
4109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-07-05,4629960
4110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-07-12,4629960
4111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-07-19,4629960
4112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-07-26,4629960
4113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-08-02,4629960
4114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-08-09,4629960
4115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-08-16,4629960
4116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-08-23,4629960
4117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-08-30,4629960
4118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-09-06,4629960
4119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-09-13,4629960
4120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-09-20,4629960
4121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-09-27,4629960
4122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-10-04,4629960
4123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-10-11,4629960
4124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-10-18,4629960
4125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-10-25,4629960
4126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-11-01,4629960
4127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-11-08,4629960
4128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2015-11-15,4629960
4129,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2015-11-22,4629960
4130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-11-29,4629960
4131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-12-06,4629960
4132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-12-13,4629960
4133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-12-20,4629960
4134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-12-27,4629960
4135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-01-03,4629960
4136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-01-10,4629960
4137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-01-17,4629960
4138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-01-24,4629960
4139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-01-31,4629960
4140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-02-07,4629960
4141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-02-14,4629960
4142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-02-21,4629960
4143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-02-28,4629960
4144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-03-06,4629960
4145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-03-13,4629960
4146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-03-20,4629960
4147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-03-27,4629960
4148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-04-03,4629960
4149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-04-10,4629960
4150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-04-17,4629960
4151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-04-24,4629960
4152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-05-01,4629960
4153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-05-08,4629960
4154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-05-15,4629960
4155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-05-22,4629960
4156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-05-29,4629960
4157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-05,4629960
4158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-12,4629960
4159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-19,4629960
4160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-26,4629960
4161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-03,4629960
4162,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-10,4629960
4163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-17,4629960
4164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-24,4629960
4165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-31,4629960
4166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-07,4629960
4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-14,4629960
4168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-21,4629960
4169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-28,4629960
4170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-04,4629960
4171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-11,4629960
4172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-18,4629960
4173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-25,4629960
4174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-02,4629960
4175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-09,4629960
4176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-16,4629960
4177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-23,4629960
4178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-30,4629960
4179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-06,4629960
4180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-13,4629960
4181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-20,4629960
4182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-27,4629960
4183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-04,4629960
4184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-11,4629960
4185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-18,4629960
4186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-25,4629960
4187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-01,4629960
4188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-08,4629960
4189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-15,4629960
4190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-22,4629960
4191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-29,4629960
4192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-05,4629960
4193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-12,4629960
4194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-19,4629960
4195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-26,4629960
4196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-05,4629960
4197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-12,4629960
4198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-19,4629960
4199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-26,4629960
4200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-02,4629960
4201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-09,4629960
4202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-16,4629960
4203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-23,4629960
4204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-30,4629960
4205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-07,4629960
4206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-14,4629960
4207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-21,4629960
4208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-28,4629960
4209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-04,4629960
4210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-11,4629960
4211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-18,4629960
4212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-25,4629960
4213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-02,4629960
4214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-09,4629960
4215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-16,4629960
4216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-23,4629960
4217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-30,4629960
4218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-06,4629960
4219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-13,4629960
4220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-20,4629960
4221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-27,4629960
4222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-03,4629960
4223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10,4629960
4224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-17,4629960
4225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-24,4629960
4226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-01,4629960
4227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-08,4629960
4228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-15,4629960
4229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-22,4629960
4230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-29,4629960
4231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-05,4629960
4232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-12,4629960
4233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-19,4629960
4234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-26,4629960
4235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12-03,4629960
4236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12-10,4629960
4237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12-17,4629960
4238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12-24,4629960
4239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12-31,4629960
4240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-07,4629960
4241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-14,4629960
4242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-21,4629960
4243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-28,4629960
4244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-02-04,4629960
4245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-02-11,4629960
4246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-02-18,4629960
4247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-02-25,4629960
4248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-04,4629960
4249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-11,4629960
4250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-18,4629960
4251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-25,4629960
4252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-01,4629960
4253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-08,4629960
4254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-15,4629960
4255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-22,4629960
4256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-29,4629960
4257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-06,4629960
4258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-13,4629960
4259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-20,4629960
4260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-27,4629960
4261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-03,4629960
4262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-10,4629960
4263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-17,4629960
4264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-24,4629960
4265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-01,4629960
4266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-08,4629960
4267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15,4629960
4268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-22,4629960
4269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-29,4629960
4270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-05,4629960
4271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-12,4629960
4272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-19,4629960
4273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-26,4629960
4274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-02,4629960
4275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-09,4629960
4276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-16,4629960
4277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-23,4629960
4278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-30,4629960
4279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-07,4629960
4280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-14,4629960
4281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-21,4629960
4282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-28,4629960
4283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-04,4629960
4284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-11,4629960
4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-18,4629960
4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-25,4629960
4287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-12-02,4629960
4288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-12-09,4629960
4289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-12-16,4629960
4290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-12-23,4629960
4291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-12-30,4629960
4292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-06,4629960
4293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-13,4629960
4294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-20,4629960
4295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-27,4629960
4296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-02-03,4629960
4297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-02-10,4629960
4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-02-17,4629960
4299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-02-24,4629960
4300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-03,4629960
4301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-10,4629960
4302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-17,4629960
4303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-24,4629960
4304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-31,4629960
4305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-07,4629960
4306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-14,4629960
4307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-21,4629960
4308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-28,4629960
4309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-05,4629960
4310,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019-05-12,4629960
4311,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2015-01-11,19244865
4312,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-01-18,19244865
4313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-01-25,19244865
4314,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-02-01,19244865
4315,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-02-08,19244865
4316,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-02-15,19244865
4317,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2015-02-22,19244865
