,datetime,year,month,day,number_of_pushes,number_of_forks,number_of_pulls,number_of_Bookmarks,issue_comment_count,issue_author_count,commit_comment_count,commit_author_count,number_of_issues,commit_count,unique_committer_count,Total_count,Status,repoID
9032,2019-07-14,2019,7,14,3.0,0.0,10.0,0.0,9.0,1.0,0.0,0.0,0.0,3.0,1.0,27.0,1.0,17443202
9033,2019-07-21,2019,7,21,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17443202
9034,2019-07-28,2019,7,28,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,17443202
9035,2019-08-04,2019,8,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17443202
9036,2019-08-11,2019,8,11,9.0,2.0,4.0,1.0,8.0,5.0,0.0,0.0,0.0,12.0,1.0,42.0,1.0,17443202
9037,2019-08-18,2019,8,18,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,12.0,0.0,17443202
9038,2019-08-25,2019,8,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17443202
9039,2019-09-01,2019,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17443202
9040,2019-09-08,2019,9,8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,8.0,1.0,17443202
9041,2019-09-15,2019,9,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17443202
9042,2019-09-22,2019,9,22,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,17443202
9043,2019-09-29,2019,9,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17443202
9044,2019-10-06,2019,10,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17443202
9045,2019-10-13,2019,10,13,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,17443202
9046,2019-10-20,2019,10,20,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,17443202
9047,2019-10-27,2019,10,27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17443202
9048,2019-11-03,2019,11,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17443202
9049,2019-11-10,2019,11,10,1.0,1.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,17443202
9050,2019-11-17,2019,11,17,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,17443202
9051,2019-11-24,2019,11,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17443202
9052,2019-12-01,2019,12,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17443202
9053,2019-12-08,2019,12,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17443202
9054,2019-12-15,2019,12,15,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,13.0,1.0,17443202
9055,2019-12-22,2019,12,22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17443202
9056,2019-12-29,2019,12,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17443202
9057,2020-01-05,2020,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17443202
9058,2020-01-12,2020,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17443202
9059,2020-01-19,2020,1,19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17443202
9060,2014-03-09,2014,3,9,,,,,,,,,,1.0,1.0,2.0,1.0,17443202
9061,2014-03-16,2014,3,16,,,,,,,,,,15.0,1.0,16.0,1.0,17443202
9062,2014-03-23,2014,3,23,,,,,,,,,,0.0,0.0,0.0,0.0,17443202
9063,2014-03-30,2014,3,30,,,,,,,,,,23.0,1.0,24.0,1.0,17443202
9064,2014-04-06,2014,4,6,,,,,,,,,,3.0,1.0,4.0,0.0,17443202
9065,2014-04-13,2014,4,13,,,,,,,,,,0.0,0.0,0.0,0.0,17443202
9066,2014-04-20,2014,4,20,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9067,2014-04-27,2014,4,27,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9068,2014-05-04,2014,5,4,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9069,2014-05-11,2014,5,11,,,,,,,,,,6.0,1.0,7.0,1.0,17443202
9070,2014-05-18,2014,5,18,,,,,,,,,,2.0,1.0,3.0,0.0,17443202
9071,2014-05-25,2014,5,25,,,,,,,,,,19.0,1.0,20.0,1.0,17443202
9072,2014-06-01,2014,6,1,,,,,,,,,,2.0,1.0,3.0,0.0,17443202
9073,2014-06-08,2014,6,8,,,,,,,,,,1.0,1.0,2.0,0.0,17443202
9074,2014-06-15,2014,6,15,,,,,,,,,,0.0,0.0,0.0,0.0,17443202
9075,2014-06-22,2014,6,22,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9076,2014-06-29,2014,6,29,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9077,2014-07-06,2014,7,6,,,,,,,,,,5.0,1.0,6.0,1.0,17443202
9078,2014-07-13,2014,7,13,,,,,,,,,,0.0,0.0,0.0,0.0,17443202
9079,2014-07-20,2014,7,20,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9080,2014-07-27,2014,7,27,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9081,2014-08-03,2014,8,3,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9082,2014-08-10,2014,8,10,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9083,2014-08-17,2014,8,17,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9084,2014-08-24,2014,8,24,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9085,2014-08-31,2014,8,31,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9086,2014-09-07,2014,9,7,,,,,,,,,,1.0,1.0,2.0,1.0,17443202
9087,2014-09-14,2014,9,14,,,,,,,,,,0.0,0.0,0.0,0.0,17443202
9088,2014-09-21,2014,9,21,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9089,2014-09-28,2014,9,28,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9090,2014-10-05,2014,10,5,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9091,2014-10-12,2014,10,12,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9092,2014-10-19,2014,10,19,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9093,2014-10-26,2014,10,26,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9094,2014-11-02,2014,11,2,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9095,2014-11-09,2014,11,9,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9096,2014-11-16,2014,11,16,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9097,2014-11-23,2014,11,23,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9098,2014-11-30,2014,11,30,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9099,2014-12-07,2014,12,7,,,,,,,,,,1.0,1.0,2.0,1.0,17443202
9100,2014-12-14,2014,12,14,,,,,,,,,,3.0,1.0,4.0,1.0,17443202
9101,2014-12-21,2014,12,21,,,,,,,,,,0.0,0.0,0.0,0.0,17443202
9102,2014-12-28,2014,12,28,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9103,2015-01-04,2015,1,4,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9104,2015-01-11,2015,1,11,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9105,2015-01-18,2015,1,18,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9106,2015-01-25,2015,1,25,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9107,2015-02-01,2015,2,1,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9108,2015-02-08,2015,2,8,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9109,2020-01-26,2020,1,26,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9110,2020-02-02,2020,2,2,,,,,,,,,,2.0,1.0,3.0,1.0,17443202
9111,2020-02-09,2020,2,9,,,,,,,,,,0.0,0.0,0.0,0.0,17443202
9112,2020-02-16,2020,2,16,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9113,2020-02-23,2020,2,23,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9114,2020-03-01,2020,3,1,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9115,2020-03-08,2020,3,8,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9116,2020-03-15,2020,3,15,,,,,,,,,,8.0,1.0,9.0,1.0,17443202
9117,2020-03-22,2020,3,22,,,,,,,,,,0.0,0.0,0.0,0.0,17443202
9118,2020-03-29,2020,3,29,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9119,2020-04-05,2020,4,5,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9120,2020-04-12,2020,4,12,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9121,2020-04-19,2020,4,19,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9122,2020-04-26,2020,4,26,,,,,,,,,,0.0,0.0,0.0,1.0,17443202
9123,2020-05-03,2020,5,3,,,,,,,,,,1.0,1.0,2.0,1.0,17443202
9124,2015-01-04,2015,1,4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,7.0,,108051
9125,2015-01-11,2015,1,11,3.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,21.0,,108051
9126,2015-01-18,2015,1,18,9.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,34.0,,108051
9127,2015-01-25,2015,1,25,22.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,49.0,,108051
9128,2015-02-01,2015,2,1,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,30.0,,108051
9129,2015-02-08,2015,2,8,3.0,4.0,2.0,8.0,3.0,2.0,0.0,0.0,0.0,3.0,2.0,27.0,0.0,108051
9130,2015-02-15,2015,2,15,9.0,2.0,0.0,4.0,6.0,6.0,0.0,0.0,0.0,9.0,2.0,38.0,1.0,108051
9131,2015-02-22,2015,2,22,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,21.0,0.0,108051
9132,2015-03-01,2015,3,1,12.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,37.0,1.0,108051
9133,2015-03-08,2015,3,8,17.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,53.0,1.0,108051
9134,2015-03-15,2015,3,15,23.0,2.0,6.0,6.0,3.0,2.0,0.0,0.0,0.0,26.0,3.0,71.0,1.0,108051
9135,2015-03-22,2015,3,22,31.0,1.0,2.0,9.0,3.0,3.0,0.0,0.0,0.0,42.0,3.0,94.0,1.0,108051
9136,2015-03-29,2015,3,29,29.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,67.0,0.0,108051
9137,2015-04-05,2015,4,5,40.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,20.0,3.0,73.0,1.0,108051
9138,2015-04-12,2015,4,12,7.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,36.0,0.0,108051
9139,2015-04-19,2015,4,19,22.0,1.0,5.0,10.0,5.0,4.0,3.0,2.0,0.0,10.0,2.0,64.0,1.0,108051
9140,2015-04-26,2015,4,26,21.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,45.0,0.0,108051
9141,2015-05-03,2015,5,3,2.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,108051
9142,2015-05-10,2015,5,10,14.0,3.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,9.0,3.0,39.0,1.0,108051
9143,2015-05-17,2015,5,17,6.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,18.0,0.0,108051
9144,2015-05-24,2015,5,24,5.0,7.0,6.0,8.0,5.0,3.0,0.0,0.0,0.0,3.0,2.0,39.0,1.0,108051
9145,2015-05-31,2015,5,31,2.0,1.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,108051
9146,2015-06-07,2015,6,7,1.0,2.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,108051
9147,2015-06-14,2015,6,14,10.0,4.0,20.0,12.0,13.0,3.0,0.0,0.0,0.0,3.0,1.0,66.0,1.0,108051
9148,2015-06-21,2015,6,21,12.0,2.0,8.0,4.0,9.0,5.0,0.0,0.0,0.0,8.0,2.0,50.0,0.0,108051
9149,2015-06-28,2015,6,28,4.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,16.0,0.0,108051
9150,2015-07-05,2015,7,5,6.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,20.0,1.0,108051
9151,2015-07-12,2015,7,12,8.0,5.0,3.0,3.0,6.0,4.0,0.0,0.0,0.0,10.0,3.0,42.0,1.0,108051
9152,2015-07-19,2015,7,19,18.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,9.0,3.0,41.0,1.0,108051
9153,2015-07-26,2015,7,26,4.0,6.0,3.0,5.0,7.0,3.0,0.0,0.0,0.0,4.0,2.0,34.0,0.0,108051
9154,2015-08-02,2015,8,2,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,108051
9155,2015-08-09,2015,8,9,8.0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,6.0,3.0,28.0,1.0,108051
9156,2015-08-16,2015,8,16,8.0,4.0,1.0,7.0,5.0,3.0,0.0,0.0,0.0,7.0,3.0,38.0,1.0,108051
9157,2015-08-23,2015,8,23,8.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,28.0,0.0,108051
9158,2015-08-30,2015,8,30,0.0,3.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,108051
9159,2015-09-06,2015,9,6,6.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,6.0,3.0,23.0,1.0,108051
9160,2015-09-13,2015,9,13,6.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,24.0,1.0,108051
9161,2015-09-20,2015,9,20,7.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,14.0,0.0,108051
9162,2015-09-27,2015,9,27,8.0,6.0,2.0,8.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,32.0,1.0,108051
9163,2015-10-04,2015,10,4,11.0,3.0,4.0,11.0,3.0,3.0,0.0,0.0,0.0,4.0,2.0,41.0,1.0,108051
9164,2015-10-11,2015,10,11,12.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,29.0,0.0,108051
9165,2015-10-18,2015,10,18,7.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,27.0,1.0,108051
9166,2015-10-25,2015,10,25,3.0,4.0,2.0,9.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,24.0,0.0,108051
9167,2015-11-01,2015,11,1,5.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,108051
9168,2015-11-08,2015,11,8,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,1.0,108051
9169,2015-11-15,2015,11,15,7.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,23.0,1.0,108051
9170,2015-11-22,2015,11,22,20.0,4.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,40.0,2.0,79.0,1.0,108051
9171,2015-11-29,2015,11,29,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,108051
9172,2015-12-06,2015,12,6,3.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,18.0,1.0,108051
9173,2015-12-13,2015,12,13,2.0,2.0,4.0,6.0,9.0,3.0,0.0,0.0,0.0,2.0,1.0,29.0,1.0,108051
9174,2015-12-20,2015,12,20,6.0,5.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,25.0,0.0,108051
9175,2015-12-27,2015,12,27,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,108051
9176,2016-01-03,2016,1,3,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,108051
9177,2016-01-10,2016,1,10,4.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,108051
9178,2016-01-17,2016,1,17,3.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,19.0,1.0,108051
9179,2016-01-24,2016,1,24,0.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,108051
9180,2016-01-31,2016,1,31,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,20.0,1.0,108051
9181,2016-02-07,2016,2,7,5.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,25.0,1.0,108051
9182,2016-02-14,2016,2,14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108051
9183,2016-02-21,2016,2,21,0.0,4.0,3.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,108051
9184,2016-02-28,2016,2,28,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,108051
9185,2016-03-06,2016,3,6,11.0,2.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,30.0,1.0,108051
9186,2016-03-13,2016,3,13,9.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,22.0,0.0,108051
9187,2016-03-20,2016,3,20,6.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,18.0,0.0,108051
9188,2016-03-27,2016,3,27,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,108051
9189,2016-04-03,2016,4,3,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,108051
9190,2016-04-10,2016,4,10,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,108051
9191,2016-04-17,2016,4,17,0.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,108051
9192,2016-04-24,2016,4,24,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,108051
9193,2016-05-01,2016,5,1,0.0,5.0,3.0,8.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,34.0,1.0,108051
9194,2016-05-08,2016,5,8,2.0,1.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,108051
9195,2016-05-15,2016,5,15,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,108051
9196,2016-05-22,2016,5,22,10.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,1.0,108051
9197,2016-05-29,2016,5,29,6.0,2.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,7.0,2.0,27.0,1.0,108051
9198,2016-06-05,2016,6,5,3.0,3.0,3.0,7.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,25.0,1.0,108051
9199,2016-06-12,2016,6,12,1.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,108051
9200,2016-06-19,2016,6,19,8.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,25.0,1.0,108051
9201,2016-06-26,2016,6,26,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,21.0,0.0,108051
9202,2016-07-03,2016,7,3,1.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,108051
9203,2016-07-10,2016,7,10,8.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,27.0,1.0,108051
9204,2016-07-17,2016,7,17,2.0,2.0,4.0,2.0,5.0,3.0,0.0,0.0,0.0,2.0,2.0,22.0,0.0,108051
9205,2016-07-24,2016,7,24,3.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,21.0,1.0,108051
9206,2016-07-31,2016,7,31,4.0,2.0,1.0,5.0,3.0,3.0,0.0,0.0,0.0,4.0,2.0,24.0,1.0,108051
9207,2016-08-07,2016,8,7,5.0,3.0,5.0,6.0,3.0,2.0,0.0,0.0,0.0,11.0,5.0,40.0,1.0,108051
9208,2016-08-14,2016,8,14,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,11.0,0.0,108051
9209,2016-08-21,2016,8,21,3.0,2.0,4.0,8.0,7.0,5.0,0.0,0.0,0.0,4.0,1.0,34.0,1.0,108051
9210,2016-08-28,2016,8,28,8.0,3.0,2.0,7.0,3.0,2.0,0.0,0.0,0.0,8.0,3.0,36.0,1.0,108051
9211,2016-09-04,2016,9,4,10.0,1.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,14.0,3.0,38.0,1.0,108051
9212,2016-09-11,2016,9,11,6.0,1.0,4.0,8.0,5.0,4.0,0.0,0.0,0.0,7.0,4.0,39.0,1.0,108051
9213,2016-09-18,2016,9,18,6.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,24.0,0.0,108051
9214,2016-09-25,2016,9,25,10.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,30.0,1.0,108051
9215,2016-10-02,2016,10,2,12.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,34.0,1.0,108051
9216,2016-10-09,2016,10,9,2.0,1.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,17.0,0.0,108051
9217,2016-10-16,2016,10,16,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,15.0,1.0,108051
9218,2016-10-23,2016,10,23,5.0,4.0,4.0,4.0,7.0,2.0,0.0,0.0,0.0,5.0,2.0,33.0,1.0,108051
9219,2016-10-30,2016,10,30,5.0,3.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,26.0,0.0,108051
9220,2016-11-06,2016,11,6,1.0,2.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,18.0,0.0,108051
9221,2016-11-13,2016,11,13,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,18.0,1.0,108051
9222,2016-11-20,2016,11,20,8.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,29.0,1.0,108051
9223,2016-11-27,2016,11,27,7.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,7.0,2.0,27.0,1.0,108051
9224,2016-12-04,2016,12,4,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,21.0,0.0,108051
9225,2016-12-11,2016,12,11,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,108051
9226,2016-12-18,2016,12,18,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,108051
9227,2016-12-25,2016,12,25,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,108051
9228,2017-01-01,2017,1,1,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,108051
9229,2017-01-08,2017,1,8,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,11.0,1.0,108051
9230,2017-01-15,2017,1,15,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,108051
9231,2017-01-22,2017,1,22,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,108051
9232,2017-01-29,2017,1,29,4.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,108051
9233,2017-02-05,2017,2,5,16.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,108051
9234,2017-02-12,2017,2,12,10.0,3.0,2.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,108051
9235,2017-02-19,2017,2,19,6.0,3.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,43.0,1.0,62.0,1.0,108051
9236,2017-02-26,2017,2,26,5.0,1.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,2.0,27.0,0.0,108051
9237,2017-03-05,2017,3,5,7.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,22.0,0.0,108051
9238,2017-03-12,2017,3,12,5.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,17.0,0.0,108051
9239,2017-03-19,2017,3,19,7.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,28.0,1.0,108051
9240,2017-03-26,2017,3,26,2.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,22.0,0.0,108051
9241,2017-04-02,2017,4,2,4.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,17.0,0.0,108051
9242,2017-04-09,2017,4,9,5.0,3.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,6.0,2.0,23.0,1.0,108051
9243,2017-04-16,2017,4,16,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,108051
9244,2017-04-23,2017,4,23,2.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,18.0,1.0,108051
9245,2017-04-30,2017,4,30,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,0.0,108051
9246,2017-05-07,2017,5,7,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,108051
