,year,month,day,number_of_pushes,number_of_forks,number_of_pulls,number_of_Bookmarks,issue_comment_count,issue_author_count,commit_comment_count,commit_author_count,number_of_issues,commit_count,unique_committer_count,Total_count,Status,repoID
181,2016,9,11,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,25.0,0.0,7567432
182,2016,9,18,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,22.0,0.0,7567432
183,2016,9,25,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,19.0,0.0,7567432
184,2016,10,2,5.0,1.0,4.0,6.0,7.0,3.0,0.0,0.0,0.0,12.0,3.0,41.0,1.0,7567432
185,2016,10,9,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,10.0,0.0,7567432
186,2016,10,16,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,18.0,1.0,7567432
187,2016,10,23,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7567432
188,2016,10,30,20.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,66.0,2.0,97.0,1.0,7567432
189,2016,11,6,8.0,1.0,0.0,6.0,0.0,0.0,13.0,3.0,0.0,16.0,1.0,48.0,0.0,7567432
190,2016,11,13,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7567432
191,2016,11,20,1.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0,7567432
192,2016,11,27,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7567432
193,2016,12,4,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,36.0,1.0,7567432
194,2016,12,11,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7567432
195,2016,12,18,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7567432
196,2016,12,25,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7567432
197,2017,1,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7567432
198,2017,1,8,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,13.0,1.0,7567432
199,2017,1,15,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7567432
200,2017,1,22,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,7567432
201,2017,1,29,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7567432
